name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,health_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance,category,state,company_rank
Dunkin' Donuts,Fast-Food & Quick-Service Restaurants,1,2,4800.0,5700.0,14400.0,785.0,687.0,https://www.dunkindonuts.com/,Private,1,"Canton, MA",1950.0,0.61,0.13,0.26,1.5,2.1,3.4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,6,1,0,0,1,0,0,1,1,1,1,4,1,1,1,1,0,0,6,1,1,1,0,0,1,1,0,1,0,0,3,0,1,1,0,1,"Restaurants, Bars & Food Services", MA,0
Quest Diagnostics,Health Care Services & Hospitals,31,3,2900.0,3800.0,2200.0,577.0,917.0,https://www.questdiagnostics.com/,Public,7,"Secaucus, NJ",1967.0,0.58,0.19,0.23,2.5,3.5,3.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,8,0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,0,1,0,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,5,1,1,1,1,1,Health Care Services & Hospitals, NJ,0
TGI Fridays,Casual Restaurants,2,3,2100.0,2500.0,5300.0,349.0,330.0,https://www.fridays.com/,Private,4,"Dallas, TX",1952.0,0.74,0.11,0.15,2.0,2.6,3.4,8,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,"Restaurants, Bars & Food Services", TX,0
Ciber,IT Services,25,1,1200.0,4700.0,4.0,171.0,319.0,https://www.ciber.com/,Private,1,"Troy, MI",1974.0,0.55,0.17,0.27,2.9,3.4,3.4,9,1,1,1,1,1,1,1,1,0,0,0,0,1,5,0,1,1,1,1,1,0,0,0,4,1,1,0,0,0,0,0,1,0,1,3,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1,Information Technology, MI,0
EF Education First,Education Training Services,17,3,3100.0,1400.0,439.0,894.0,745.0,https://www.ef.com/,Private,1,"Cambridge, MA",1965.0,0.6,0.17,0.23,2.7,3.9,3.5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1,Education, MA,0
Fiserv,Financial Transaction Processing,19,3,4500.0,5500.0,582.0,789.0,1300.0,https://www.fiserv.com/,Public,8,"Brookfield, WI",1984.0,0.55,0.28,0.17,2.8,3.3,3.4,12,1,1,1,1,1,1,1,1,1,1,1,0,1,6,0,1,1,1,1,1,0,1,0,6,1,1,0,0,1,0,1,1,1,0,5,1,1,1,1,0,1,7,1,0,1,1,1,0,1,0,1,0,1,3,0,1,1,0,1,Finance, WI,0
Kraft Heinz Company,Food & Beverage Manufacturing,41,3,4300.0,4100.0,453.0,1000.0,925.0,https://www.kraftheinzcompany.com/,Public,8,"Chicago, IL",2015.0,0.54,0.22,0.23,3.0,3.5,3.5,8,1,1,0,1,1,1,1,1,1,0,0,0,0,6,1,1,1,1,1,0,0,1,0,6,1,1,0,0,1,1,0,1,1,0,3,1,0,1,0,0,1,4,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,Manufacturing, IL,0
Teleperformance,Research & Development,25,3,13600.0,3900.0,243.0,2300.0,2600.0,https://www.teleperformance.com/,Public,6,"Paris, France",1978.0,0.59,0.2,0.21,2.3,2.5,3.4,10,1,1,1,1,0,1,1,1,0,1,0,1,1,5,1,1,1,0,1,0,0,1,0,7,1,1,0,1,0,0,1,1,1,1,4,1,1,1,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,4,1,1,1,0,1,Business Services, France,0
Advantage Solutions,Staffing & Outsourcing,25,3,3500.0,7900.0,4600.0,569.0,708.0,https://www.advantagesolutions.net/,Public,6,"Irvine, CA",1987.0,0.66,0.14,0.2,2.0,2.7,3.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,3,0,1,0,0,1,0,0,1,0,5,0,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,4,0,0,1,0,1,1,1,0,0,0,0,2,0,1,1,0,0,Business Services, CA,0
Massage Envy,"Health, Beauty, & Fitness",25,3,4300.0,4100.0,3900.0,768.0,972.0,https://jobs.massageenvy.com/,Private,5,"Scottsdale, AZ",2002.0,0.55,0.21,0.24,2.2,2.3,3.4,10,1,1,0,1,0,1,1,1,1,0,1,1,1,4,0,1,0,0,1,0,0,1,1,5,1,0,0,0,0,0,1,1,1,1,6,1,1,1,1,1,1,5,1,1,0,0,1,0,1,0,1,0,0,4,1,1,1,0,1,Customer Services, AZ,0
Sodexo,Catering & Food Service Contractors,16,3,4400.0,2600.0,207.0,404.0,746.0,https://www.sodexo.com/,Public,8,"Issy-les-Moulineaux, France",1966.0,0.63,0.15,0.22,2.5,3.5,3.4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,"Restaurants, Bars & Food Services", France,0
Food Lion,Grocery Stores & Supermarkets,1,3,3000.0,5800.0,7000.0,408.0,450.0,https://www.foodlion.com/,Subsidiary or Business Segment,8,"Salisbury, NC",1957.0,0.69,0.09,0.22,1.9,2.7,3.4,9,1,1,0,1,0,1,1,1,1,0,0,1,1,3,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,1,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1,Retail, NC,0
Avis Budget Group,Car Rental,6,1,2500.0,2400.0,503.0,529.0,599.0,https://www.avisbudgetgroup.com/,Public,7,"Parsippany, NJ",1946.0,0.57,0.21,0.22,2.4,3.5,3.4,9,1,1,1,1,1,1,1,1,0,0,0,0,1,4,0,1,1,1,1,0,0,0,0,5,1,0,0,0,1,0,0,1,1,1,5,1,1,1,1,0,1,9,1,0,1,1,1,0,1,1,1,1,1,3,0,1,1,0,1,Travel & Tourism, NJ,0
Zara,"Department, Clothing, & Shoe Stores",1,3,4900.0,1500.0,153.0,1000.0,807.0,https://www.zara.com/,Subsidiary or Business Segment,5,"Arteixo, Spain",1974.0,0.67,0.11,0.22,2.1,3.2,3.4,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,1,5,1,1,1,1,0,1,4,1,0,1,0,0,0,0,0,1,1,0,3,0,1,1,0,1,Retail, Spain,0
Bright Horizons Family Solutions,Preschool & Child Care,25,3,1900.0,3500.0,1300.0,365.0,433.0,https://www.brighthorizons.com/,Public,5,"Newton, MA",1986.0,0.65,0.17,0.18,2.6,3.4,3.4,7,1,1,0,1,0,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,5,1,0,0,0,1,1,1,0,1,0,5,1,1,1,0,1,1,5,1,0,1,0,1,0,1,0,1,0,0,4,1,1,1,0,1,Education, MA,0
Burger King,Fast-Food & Quick-Service Restaurants,1,3,8200.0,6700.0,47900.0,1300.0,1100.0,https://www.burgerking.com/,Public,4,"Tulsa, OK",1954.0,0.6,0.14,0.26,2.0,2.5,3.4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,4,0,1,1,0,1,0,0,1,0,5,1,0,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,4,1,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,"Restaurants, Bars & Food Services", OK,0
Denny's,Casual Restaurants,1,2,1700.0,1800.0,7000.0,275.0,264.0,https://www.dennys.com/,Public,3,"Spartanburg, SC",1953.0,0.63,0.18,0.19,1.9,2.6,3.4,6,1,1,0,1,0,0,1,1,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,4,1,0,0,0,0,0,1,0,1,1,3,1,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,"Restaurants, Bars & Food Services", SC,0
AmerisourceBergen,Biotech & Pharmaceuticals,25,3,1200.0,1400.0,2100.0,270.0,374.0,https://www.amerisourcebergen.com/,Public,8,"Conshohocken, PA",2001.0,0.46,0.35,0.19,2.7,4.2,3.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,1,1,1,0,0,0,5,1,0,0,0,1,0,0,1,1,1,5,1,1,1,1,0,1,4,1,0,1,0,0,0,0,0,1,0,1,4,1,1,1,0,1,Biotech & Pharmaceuticals, PA,0
WeWork,Membership Organizations,25,3,1700.0,1800.0,0.0,766.0,449.0,https://www.wework.com/,Private,1,"New York, NY",2010.0,0.36,0.48,0.16,2.6,3.6,3.5,10,1,1,1,1,1,1,1,1,1,0,0,0,1,5,0,1,0,1,1,1,1,0,0,4,1,0,0,1,0,0,0,0,1,1,4,1,1,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,Business Services, NY,0
The Children's Place,"Department, Clothing, & Shoe Stores",4,3,2200.0,2800.0,1800.0,483.0,414.0,https://www.childrensplace.com/,Public,5,"Secaucus, NJ",1989.0,0.64,0.12,0.24,2.0,3.0,3.4,7,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,Retail, NJ,0
Eurofins Scientific,Biotech & Pharmaceuticals,27,3,2200.0,2200.0,3300.0,574.0,558.0,https://www.eurofins.com/,Private,6,"Luxembourg, Luxembourg",1987.0,0.57,0.23,0.2,2.7,3.6,3.4,9,1,1,0,1,0,1,1,1,1,0,1,0,1,3,0,1,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,1,Biotech & Pharmaceuticals, Luxembourg,0
J. C. Penney,"Department, Clothing, & Shoe Stores",5,3,9300.0,13600.0,5500.0,2200.0,2200.0,https://www.jcpenney.com/,Private,5,"Plano, TX",1902.0,0.72,0.11,0.17,2.1,3.1,3.4,10,1,1,1,1,1,1,1,1,0,1,0,0,1,9,1,1,1,1,1,1,1,1,1,6,1,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,6,1,0,1,1,0,0,1,0,1,0,1,4,1,1,1,1,0,Retail, TX,0
Bass Pro Shops,General Merchandise & Superstores,1,3,1300.0,1800.0,769.0,202.0,278.0,https://www.basspro.com/,Private,6,"Springfield, MO",1971.0,0.63,0.14,0.23,2.1,3.2,3.4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Retail, MO,0
SeaWorld Parks & Entertainment,Sports & Recreation,8,3,1400.0,1600.0,169.0,393.0,363.0,https://www.seaworldentertainment.com/,Public,5,"Orlando, FL",1959.0,0.75,0.1,0.15,2.1,3.4,3.4,6,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1,"Arts, Entertainment & Recreation", FL,0
Express,"Department, Clothing, & Shoe Stores",1,3,2900.0,3400.0,2500.0,832.0,468.0,https://www.express.com/,Public,6,"Columbus, OH",1980.0,0.72,0.08,0.2,2.0,2.9,3.5,4,1,1,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,4,1,1,0,1,0,1,3,1,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1,Retail, OH,0
Maxim Healthcare Group,Health Care Services & Hospitals,25,3,2800.0,3000.0,2100.0,549.0,528.0,https://www.maximhealthcare.com/,Private,1,"Columbia, MD",1988.0,0.61,0.2,0.19,2.3,2.5,3.5,9,1,1,0,1,1,1,1,1,1,0,0,0,1,3,0,1,1,0,0,0,0,1,0,5,1,1,0,0,0,0,1,0,1,1,6,1,1,1,1,1,1,4,1,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,1,Health Care Services & Hospitals, MD,0
CHI,Health Care Services & Hospitals,24,3,1600.0,2100.0,5000.0,192.0,487.0,https://www.catholichealthinitiatives.org/,Nonprofit Organization,8,"Englewood, CO",1996.0,0.63,0.14,0.23,2.6,3.5,3.5,8,1,1,1,1,1,1,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,6,1,1,0,0,1,0,1,1,1,0,5,1,1,1,1,0,1,3,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1,Health Care Services & Hospitals, CO,0
Bloomingdale's,"Department, Clothing, & Shoe Stores",1,3,2500.0,3500.0,1.0,843.0,641.0,https://www.bloomingdales.com/,Subsidiary or Business Segment,5,"New York, NY",1861.0,0.6,0.17,0.23,2.4,3.3,3.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,8,1,1,1,1,1,1,1,0,1,5,1,0,0,0,0,1,1,0,1,1,5,1,1,1,1,0,1,8,1,1,1,1,1,1,1,0,1,0,0,3,1,1,0,0,1,Retail, NY,0
Total Quality Logistics,Transportation Management,57,2,3200.0,2900.0,382.0,1000.0,457.0,https://www.tql.com/,Private,6,"Cincinnati, OH",1997.0,0.5,0.27,0.23,2.8,3.7,3.4,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,1,0,3,1,1,1,0,0,0,5,1,0,1,1,0,0,0,0,1,0,1,3,0,1,1,0,1,Transportation & Logistics, OH,0
Walmart eCommerce,Internet,5,1,1400.0,3500.0,5.0,433.0,682.0,https://www.walmartlabs.com/,Subsidiary or Business Segment,8,"San Bruno, CA",2000.0,0.43,0.36,0.21,2.8,3.6,3.4,8,1,1,0,1,1,1,1,1,0,0,0,0,1,6,0,1,1,1,1,1,0,1,0,5,1,1,0,0,0,0,1,0,1,1,4,1,0,1,1,0,1,5,1,0,1,1,0,0,1,0,1,0,0,3,1,1,1,0,0,Information Technology, CA,0
BNY Mellon,Investment Banking & Asset Management,26,3,6700.0,7900.0,1700.0,1400.0,2000.0,https://www.bnymellon.com/,Public,8,"New York, NY",1784.0,0.65,0.15,0.19,2.6,3.5,3.4,9,1,1,1,1,1,1,1,1,0,0,0,0,1,5,0,1,1,1,1,0,0,0,1,4,1,1,0,0,0,0,0,1,1,0,5,1,1,1,1,0,1,5,1,0,1,0,1,0,1,0,1,0,0,4,1,1,1,0,1,Finance, NY,0
Wendy's,Fast-Food & Quick-Service Restaurants,1,3,5900.0,6200.0,772.0,989.0,1000.0,https://www.wendys.com/,Public,5,"Dublin, OH",1969.0,0.64,0.13,0.23,1.7,2.4,3.4,10,1,1,1,1,0,1,1,1,1,1,0,1,0,5,0,1,1,0,1,1,0,1,0,7,1,0,1,0,1,0,1,1,1,1,5,1,1,1,1,0,1,8,1,1,1,1,1,0,1,0,1,0,1,4,1,1,1,1,0,"Restaurants, Bars & Food Services", OH,0
Labcorp,Research & Development,32,3,2400.0,4900.0,1700.0,506.0,669.0,https://jobs.labcorp.com/,Public,2,"Burlington, NC",1995.0,0.64,0.15,0.21,2.4,3.6,3.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,1,Business Services, NC,0
Harris Teeter,Grocery Stores & Supermarkets,1,3,2900.0,4300.0,1900.0,530.0,547.0,https://www.harristeeter.jobs/,Subsidiary or Business Segment,6,"Matthews, NC",2005.0,0.73,0.1,0.17,1.8,3.5,3.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,7,1,1,1,1,1,0,0,1,1,5,1,0,0,0,0,0,1,1,1,1,3,1,0,1,0,0,1,4,1,0,1,0,1,0,1,0,0,0,0,2,0,1,0,0,1,Retail, NC,0
Yelp,Internet,17,2,3200.0,5200.0,475.0,2600.0,925.0,https://www.yelp.com/,Public,5,"San Francisco, CA",2004.0,0.55,0.19,0.26,2.8,4.3,3.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,8,1,1,1,1,1,1,1,0,1,4,1,0,0,1,0,0,0,0,1,1,3,1,1,1,0,0,0,6,1,1,1,1,1,0,0,0,1,0,0,2,1,1,0,0,0,Information Technology, CA,0
Weatherford,Oil & Gas Services,33,3,1800.0,1800.0,411.0,271.0,567.0,https://www.weatherford.com/,Others,8,"Houston, TX",1987.0,0.68,0.13,0.19,2.5,3.8,3.4,8,1,1,1,1,1,1,1,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,1,"Oil, Gas, Energy & Utilities", TX,0
Luxottica,Consumer Products Manufacturing,6,3,1800.0,1800.0,4300.0,337.0,430.0,https://www.luxottica.com/,Private,7,"Milan, Italy",1961.0,0.57,0.2,0.22,2.6,3.6,3.5,11,1,1,1,1,1,1,1,1,1,0,1,0,1,9,1,1,1,1,1,1,1,1,1,9,1,0,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,1,4,1,1,1,0,1,Manufacturing, Italy,0
PetSmart,Pet & Pet Supplies Stores,1,3,5700.0,10600.0,20500.0,1200.0,1300.0,https://www.petsmart.com/,Private,7,"Phoenix, AZ",1986.0,0.67,0.13,0.2,2.2,3.1,3.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,1,1,1,0,0,0,5,1,0,0,0,1,1,0,1,1,0,5,1,1,1,1,0,1,7,1,1,1,1,0,1,1,0,0,0,1,3,1,1,0,0,1,Retail, AZ,0
LensCrafters,Beauty & Personal Accessories Stores,4,3,1500.0,1800.0,1100.0,194.0,348.0,https://www.lenscrafters.com/,Subsidiary or Business Segment,5,"Mason, OH",1983.0,0.61,0.12,0.27,2.3,3.4,3.3,8,1,1,0,1,1,1,1,1,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,5,1,0,0,0,0,0,1,1,1,1,3,1,0,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,0,1,1,Retail, OH,0
Ricoh,IT Services,32,3,3600.0,3700.0,1200.0,530.0,1000.0,https://www.ricoh.com/,Public,8,"Tokyo, Japan",1936.0,0.58,0.22,0.2,2.5,3.4,3.3,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,1,1,1,1,0,0,1,0,7,1,1,0,1,0,0,1,1,1,1,5,1,1,1,1,0,1,5,1,0,1,1,0,0,0,0,1,0,1,4,1,1,1,0,1,Information Technology, Japan,0
Journeys,"Department, Clothing, & Shoe Stores",1,2,1800.0,1400.0,3300.0,424.0,366.0,https://www.journeys.com/,Subsidiary or Business Segment,1,"Nashville, TN",1986.0,0.63,0.15,0.22,2.0,2.9,3.3,7,1,1,0,1,1,0,1,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,4,1,1,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,Retail, TN,0
Saks Fifth Avenue,"Department, Clothing, & Shoe Stores",1,3,1700.0,1800.0,147.0,377.0,394.0,https://www.hbc.com/,Public,2,"New York, NY",1952.0,0.62,0.14,0.24,2.4,3.3,3.3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,4,1,0,1,0,0,1,0,0,1,0,3,1,1,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,1,Retail, NY,0
Terminix,Building & Personnel Services,26,2,1100.0,2900.0,3200.0,159.0,251.0,https://www.terminix.com/,Subsidiary or Business Segment,4,"Memphis, TN",1986.0,0.48,0.25,0.27,2.3,3.1,3.3,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,5,1,1,1,1,0,1,4,0,0,1,0,0,0,1,1,0,0,1,2,0,1,1,0,0,Business Services, TN,0
State Street,Investment Banking & Asset Management,26,3,6000.0,7300.0,615.0,1400.0,1700.0,https://www.statestreet.com/,Public,8,"Boston, MA",1792.0,0.59,0.15,0.26,2.6,3.6,3.3,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,0,1,1,0,1,0,1,1,1,7,1,1,0,0,1,0,1,1,1,1,5,1,1,1,1,0,1,6,1,0,1,0,1,0,1,0,1,0,1,4,1,1,1,0,1,Finance, MA,0
U.S. Xpress,Trucking,26,2,644.0,2900.0,1300.0,79.0,176.0,https://www.usxpress.com/,Public,6,"Chattanooga, TN",1986.0,0.66,0.17,0.17,2.1,3.3,3.4,9,1,1,0,1,0,1,1,1,1,0,1,0,1,3,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,4,1,1,0,1,0,1,5,1,0,0,0,0,1,1,0,1,0,1,2,0,1,0,0,1,Transportation & Logistics, TN,0
Panera Bread,Casual Restaurants,1,3,9400.0,13100.0,10600.0,2000.0,1600.0,https://www.panerabread.com/,Public,6,"Saint Louis, MO",1981.0,0.7,0.11,0.18,1.9,2.9,3.3,11,1,1,1,1,0,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1,0,1,0,6,1,0,1,0,0,0,1,1,1,1,5,1,1,1,1,0,1,7,1,1,1,0,0,1,0,1,1,0,1,3,0,1,1,0,1,"Restaurants, Bars & Food Services", MO,0
Burlington Stores,"Department, Clothing, & Shoe Stores",1,3,3500.0,5400.0,3600.0,889.0,840.0,https://www.burlington.com/,Public,7,"Burlington, NJ",1972.0,0.65,0.15,0.2,2.0,2.7,3.3,10,1,1,0,1,1,1,1,1,1,0,1,1,0,3,0,1,1,0,0,0,0,1,0,4,1,0,0,1,0,0,0,0,1,1,5,1,1,1,1,0,1,4,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Retail, NJ,0
Bed Bath & Beyond,Home Furniture & Housewares Stores,15,3,4300.0,5900.0,1300.0,797.0,932.0,https://www.bedbathandbeyond.com/,Public,8,"Union, NJ",1971.0,0.6,0.18,0.22,2.1,3.0,3.3,8,1,1,1,1,0,1,0,1,1,0,0,0,1,4,0,1,1,0,1,0,0,1,0,5,1,0,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,4,1,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0,Retail, NJ,0
Academy Sports + Outdoors,Sporting Goods Stores,1,3,2700.0,4400.0,690.0,548.0,672.0,https://www.academy.com/,Public,6,"Katy, TX",1938.0,0.7,0.1,0.2,2.0,3.4,3.4,7,1,1,0,1,0,1,1,1,0,0,0,0,1,4,1,1,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,5,1,1,1,1,0,1,4,1,1,0,0,1,0,0,0,1,0,0,3,0,1,1,0,1,Retail, TX,0
PPG,Chemical Manufacturing,43,3,1500.0,2500.0,846.0,279.0,471.0,https://jobs.ppg.com/,Public,8,"Pittsburgh, PA",1883.0,0.62,0.14,0.24,2.6,3.5,3.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,6,0,1,1,1,1,0,0,1,1,5,1,1,0,0,1,0,0,1,1,0,4,1,1,1,0,0,1,7,1,0,1,1,1,0,1,0,1,1,0,4,1,1,1,0,1,Manufacturing, PA,0
Stop & Shop,Grocery Stores & Supermarkets,5,3,2000.0,2200.0,307.0,299.0,378.0,https://www.stopandshop.com/,Public,8,"Quincy, MA",1989.0,0.66,0.1,0.24,1.6,3.0,3.3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,1,5,1,1,1,1,0,1,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,Retail, MA,0
Safeway,Grocery Stores & Supermarkets,1,3,5700.0,7600.0,11600.0,1000.0,1400.0,https://www.safeway.com/,Private,8,"Pleasanton, CA",1915.0,0.61,0.13,0.26,2.1,3.1,3.4,11,1,1,0,1,1,1,1,1,1,1,1,0,1,7,1,1,1,1,1,0,0,1,1,6,1,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,6,1,0,1,1,1,0,0,0,1,0,1,4,1,1,1,0,1,Retail, CA,0
Lifetouch,Photography,24,3,1600.0,1900.0,0.0,287.0,327.0,https://www.lifetouch.com/,Public,5,"Eden Prairie, MN",1936.0,0.63,0.14,0.22,2.1,2.7,3.3,4,1,1,0,1,0,1,0,0,0,0,0,0,0,6,0,0,1,1,1,1,1,1,0,4,0,1,0,0,0,0,0,1,1,1,3,1,0,0,1,0,1,5,1,0,0,0,1,1,1,0,1,0,0,2,0,1,1,0,0,"Arts, Entertainment & Recreation", MN,0
Hogan Transportation Companies,Truck Rental & Leasing,15,1,130.0,8200.0,13900.0,11.0,13.0,https://www.hogan1.com/,Private,1,"Saint Louis, MO",1918.0,0.55,0.27,0.18,3.0,3.3,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transportation & Logistics, MO,0
Marten Transport,Trucking,22,1,179.0,4400.0,3000.0,23.0,24.0,https://www.marten.com/,Public,4,"Mondovi, WI",1946.0,0.64,0.18,0.18,1.9,3.3,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Transportation & Logistics, WI,0
Chico's FAS,"Department, Clothing, & Shoe Stores",2,3,1600.0,1900.0,867.0,267.0,373.0,https://www.chicosfas.com/,Public,6,"Fort Myers, FL",1983.0,0.54,0.21,0.24,2.4,3.3,3.4,12,1,1,1,1,1,1,1,1,1,1,1,0,1,7,0,1,1,1,1,1,1,1,0,7,1,1,0,0,0,1,1,1,1,1,5,1,1,1,1,0,1,5,1,0,1,1,0,0,0,0,1,1,0,5,1,1,1,1,1,Retail, FL,0
